Wormbase_Id,gene_name,ID,sequence_1,control_OP50_1,control_OP50_2,sams_1_OP50_1,sams_1_OP50_2,padj,log2FoldChange,pvalue,foldChange,log10padj
WBGene00194912,,ZK856.18,ZK856.18,1.126937389,2.640691241,41.28003961,218.6386503,5.29E-07,4.159885865,1.63E-08,18,6.276620474
WBGene00000606,col-17,F11G11.10,F11G11.10,8.23335458,13.87448604,138.8161792,547.5371828,1.94E-10,4.153673126,3.06E-12,18,9.711562732
WBGene00016358,,C33F10.12,C33F10.12,3.88101671,0,41.08777352,208.8051217,1.17E-06,4.151095832,3.84E-08,18,5.930556931
WBGene00003438,msp-45,F58A6.8,F58A6.8,17.76017538,16.43952866,217.2830575,781.5985206,1.97E-12,4.148563204,2.25E-14,18,11.70662323
WBGene00006044,ssp-16,T27A3.3,T27A3.3,1.133457489,5.474268052,42.2955852,343.8761426,3.69E-07,4.145657269,1.09E-08,18,6.432789376
WBGene00016286,,C31H1.1,C31H1.1,0.080744279,0,19.14098032,136.1434883,9.64E-06,4.137442389,3.95E-07,18,5.015932402
WBGene00020414,,T10E9.4,T10E9.4.2,7.299952577,13.06605317,120.7872487,582.2890689,7.73E-10,4.135583945,1.35E-11,18,9.111857692
WBGene00017386,nspd-5,F11G11.8,F11G11.8,6.270626729,4.199835412,63.33513645,378.382576,4.71E-08,4.134189952,1.11E-09,18,7.327423805
WBGene00014247,,ZK1307.4,ZK1307.4,2.158419512,3.583482334,54.93359896,245.2362732,1.63E-07,4.133658318,4.40E-09,18,6.788818454
WBGene00020071,,R13H9.5,R13H9.5,0.08069844,0,19.18117027,135.8485526,1.01E-05,4.129982055,4.17E-07,18,4.994785645
WBGene00020860,nspd-10,T27C10.7,T27C10.7,2.157434339,2.637771033,43.2942201,240.0216705,3.89E-07,4.128030706,1.16E-08,17,6.409855099
WBGene00022707,,ZK354.6,ZK354.6,1.120766569,0.762581706,32.21986615,161.6199069,2.29E-06,4.123739582,8.02E-08,17,5.640064507
WBGene00008448,,E01G4.6,E01G4.6,10.37739593,16.86889817,223.4161121,548.7685191,6.74E-13,4.12316452,6.89E-15,17,12.17163931
WBGene00010679,,K08F4.5,K08F4.5,1.123805582,1.700307803,36.24664688,186.0553817,1.28E-06,4.121313972,4.20E-08,17,5.894148554
WBGene00003435,msp-40,C33F10.9,C33F10.9,25.00733355,26.62646977,260.6784074,1223.92884,2.82E-12,4.120868421,3.30E-14,17,11.5503089
WBGene00016414,,C34F11.2,C34F11.2,0.080341973,0.773968543,36.2332849,115.8462593,4.42E-06,4.11747607,1.66E-07,17,5.354450375
WBGene00003431,msp-33,R05F9.8,R05F9.8,11.60820656,15.48929517,149.4891865,689.6872464,1.39E-10,4.11633852,2.12E-12,17,9.857845212
WBGene00194700,,B0025.5,B0025.5,4.217586527,5.472062881,60.40652275,364.2739719,5.73E-08,4.11395261,1.39E-09,17,7.241855666
WBGene00020223,,T05A7.6,T05A7.6,1.130104154,4.531076651,50.33787793,259.3786435,3.42E-07,4.11059957,1.00E-08,17,6.465886201
WBGene00006553,tbx-34,Y47D3A.10,Y47D3A.10,1.126342978,2.641782666,39.26755905,212.5271887,8.99E-07,4.106697024,2.86E-08,17,6.046318892
WBGene00022888,rnh-1.1,ZK1290.6,ZK1290.6,1.127013736,2.640551701,35.24522785,225.7520878,1.09E-06,4.105467925,3.55E-08,17,5.961692451
WBGene00010265,,F58G1.3,F58G1.3,2.156217323,1.693907776,33.23383619,231.5200678,1.09E-06,4.101304895,3.57E-08,17,5.960819558
WBGene00018124,,F36H12.10,F36H12.10,1.117512899,0.299306964,27.1879533,141.7751038,5.73E-06,4.099240646,2.21E-07,17,5.241660326
WBGene00021650,,Y47G6A.26,Y47G6A.26,0.090467546,1.700286637,22.16558187,201.2884978,4.56E-06,4.099139911,1.73E-07,17,5.341394516
WBGene00009308,,F32A11.3,F32A11.3,22.68067425,21.62276677,201.3148393,1125.171174,4.90E-11,4.089060227,6.93E-13,17,10.30947286
WBGene00007169,,B0393.4,B0393.4,2.157327964,1.691807269,25.18745892,257.2912356,2.02E-06,4.074247596,6.99E-08,17,5.695040812
WBGene00044646,,B0205.14,B0205.14,0.074666264,0,30.19413844,95.48981683,1.36E-05,4.071300519,5.72E-07,17,4.867680019
WBGene00017802,,F26A1.3,F26A1.3,0.07759686,0,22.1549285,116.8236422,1.47E-05,4.069689273,6.26E-07,17,4.833233408
WBGene00003424,msp-3,F26G1.7,F26G1.7,5.337638078,8.879578428,93.87043933,383.1515104,7.13E-09,4.065077069,1.44E-10,17,8.147176353
WBGene00020905,,T28H11.7,T28H11.7,0.099547207,6.07608924,46.15559282,290.1599505,1.21E-06,4.063750928,3.95E-08,17,5.918936417
WBGene00015987,,C18G1.9,C18G1.9,1.554250441,2.006681949,43.00132822,158.2900844,1.65E-06,4.05978136,5.58E-08,17,5.782360385
WBGene00010574,,K04H4.5,K04H4.5,2.16311096,7.371542324,58.39422245,362.2343352,1.75E-07,4.059437553,4.79E-09,17,6.756545027
WBGene00014197,,ZK1053.2,ZK1053.2,4.213186471,1.689196471,45.30812973,260.3880908,5.24E-07,4.051889743,1.61E-08,17,6.28083178
WBGene00194695,,B0462.5,B0462.5,11.4018008,13.06744746,260.622118,358.3744903,5.01E-14,4.04625803,4.29E-16,17,13.3000128
WBGene00022708,,ZK354.7,ZK354.7,3.183433385,0.750914516,34.2392024,224.7322889,1.86E-06,4.041934315,6.34E-08,16,5.730464991
WBGene00012308,oac-53,W06G6.1,W06G6.1,1.125582021,4.539842664,98.59698514,141.4004452,1.15E-07,4.038397544,2.99E-09,16,6.939445557
WBGene00013290,,Y57G11A.2,Y57G11A.2,8.326699887,26.37917241,138.9120642,983.6232085,6.13E-09,4.029268583,1.23E-10,16,8.212319596
WBGene00007209,,BE10.1,BE10.1,0.076517418,0,22.15393113,111.7381045,1.96E-05,4.025231617,8.65E-07,16,4.708595435
WBGene00015051,,B0218.7,B0218.7,6.269490286,3.576013112,60.40487174,338.8175086,1.31E-07,4.020364022,3.42E-09,16,6.884334211
WBGene00016161,,C27D6.3,C27D6.3,4.212921847,1.689688155,43.29590827,257.3302445,7.76E-07,4.017408709,2.44E-08,16,6.110172636
WBGene00004084,pph-2,C29E6.3,C29E6.3,0.082575374,0,13.0472883,152.8846928,2.32E-05,4.015882217,1.05E-06,16,4.634412157
WBGene00010900,,M28.9,M28.9.1,1.118070427,0.767743979,34.22730264,138.2227251,4.85E-06,4.014484416,1.85E-07,16,5.314004857
WBGene00010366,,H05L14.1,H05L14.1,2.157952084,3.584370336,42.28921118,249.183767,8.20E-07,4.013117123,2.59E-08,16,6.086255845
WBGene00004962,spe-8,F53G12.6,F53G12.6,0.088480193,2.649829983,40.26666155,164.6930093,3.62E-06,4.008233434,1.33E-07,16,5.441230906
WBGene00013901,ugt-16,ZC443.6,ZC443.6,45.22795312,50.16739666,1123.071673,863.7929534,2.04E-24,4.005282511,3.67E-27,16,23.69044229
WBGene00004002,pgp-8,T21E8.3,T21E8.3,15.50481334,29.23371169,316.0057064,773.9092204,1.04E-13,4.003838971,9.38E-16,16,12.98137673
WBGene00020072,,R13H9.6,R13H9.6,0.071974633,0,35.21583481,79.59331828,2.06E-05,4.002317046,9.24E-07,16,4.685173266
WBGene00004394,rol-1,Y57A10A.11,Y57A10A.11,13.45284608,11.16521557,176.1206381,488.647519,2.97E-11,4.001646741,4.03E-13,16,10.52729902
WBGene00011951,,T23F6.3,T23F6.3a,5.55403984,10.84518428,83.55220582,446.797202,2.84E-08,3.998367044,6.29E-10,16,7.547394148
WBGene00003449,msp-56,K07F5.3,K07F5.3,27.14925246,7.438619341,168.5646581,892.1925383,4.16E-09,3.988749132,8.22E-11,16,8.381246879
WBGene00015907,,C17F3.1,C17F3.1,0.08054365,0.773615382,25.17412238,128.0239963,1.37E-05,3.987182414,5.78E-07,16,4.864325122
WBGene00013696,,Y106G6A.4,Y106G6A.4,0.084389527,1.710404703,33.22237473,142.2897012,7.40E-06,3.985667189,2.94E-07,16,5.130585823
WBGene00014238,,ZK1225.4,ZK1225.4,0.078022826,0,17.12774504,123.9295352,2.66E-05,3.98180861,1.25E-06,16,4.575205291
WBGene00018393,msra-1,F43E2.5,F43E2.5.2,1358.838689,1151.470283,17377.62754,33430.34306,3.38E-28,3.981788583,4.40E-31,16,27.47089317
WBGene00219410,,C04C3.14,C04C3.14,6.263782553,1.691947785,157.9378661,119.0900909,4.43E-08,3.976316647,1.02E-09,16,7.353599815
WBGene00007808,best-7,C29F4.2,C29F4.2,56.5005087,38.74875295,770.8790132,1246.686278,8.76E-21,3.974781707,2.44E-23,16,20.05769125
WBGene00018301,,F41G3.5,F41G3.5,0.073699548,0,26.17222336,95.47877472,2.59E-05,3.974146398,1.20E-06,16,4.587276038
WBGene00014169,,ZK945.7,ZK945.7,10.37539622,5.467763558,77.51652859,470.2124171,5.17E-08,3.970342651,1.24E-09,16,7.286613179
WBGene00013858,ssp-34,ZC168.6,ZC168.6,6.268233596,1.684346217,45.31251491,318.4264753,8.98E-07,3.9633631,2.85E-08,16,6.046890067
WBGene00011954,,T23F11.2,T23F11.2,0.085262091,1.264990668,14.66826425,167.2527691,2.14E-05,3.955672908,9.62E-07,16,4.669515863
WBGene00015627,,C09B9.2,C09B9.2,0.084698001,1.709875069,29.20054472,148.3845243,1.06E-05,3.950283863,4.36E-07,15,4.976451511
WBGene00022753,,ZK484.7,ZK484.7,0.079039533,0,14.11145,132.0592607,3.46E-05,3.944206131,1.68E-06,15,4.460993039
WBGene00018895,,F55F8.7,F55F8.7,0.079763009,0,13.21674279,136.7367581,3.61E-05,3.939030858,1.76E-06,15,4.442683516
WBGene00017114,,E03H12.7,E03H12.7,2.150967723,0.760380784,31.88947944,171.3194917,6.07E-06,3.936570666,2.35E-07,15,5.216831366
WBGene00020325,bath-46,T07H3.2,T07H3.2,9.347345583,7.371050181,207.267672,215.8096081,5.34E-11,3.931096863,7.64E-13,15,10.27252033
WBGene00008508,,F01G10.5,F01G10.5,0.078813522,0.776658413,26.17779958,117.8546133,1.96E-05,3.930377538,8.67E-07,15,4.708595435
WBGene00007156,,B0379.2,B0379.2,1.113057631,0,29.19346889,112.7773133,1.83E-05,3.927589689,7.99E-07,15,4.737769998
WBGene00011466,,T05C12.1,T05C12.1,2.146520323,0,37.24283193,131.1088539,9.85E-06,3.92552395,4.04E-07,15,5.006385136
WBGene00001067,dpy-5,F27C1.8,F27C1.8,7.299754966,17.82201854,159.0175305,507.9824753,8.26E-10,3.918533607,1.45E-11,15,9.082822916
WBGene00012809,,Y43F8A.2,Y43F8A.2,6.270271383,5.471919115,56.38257357,369.3626315,2.74E-07,3.916101624,7.86E-09,15,6.562619084
WBGene00001158,ech-9,F01G10.3,F01G10.3b,10.37741556,23.52844011,294.8492333,475.4983175,3.80E-13,3.915797545,3.72E-15,15,12.42060184
WBGene00002193,kin-5,T13H10.1,T13H10.1,2.151888223,0.758608663,25.18224741,187.0481754,8.94E-06,3.913578169,3.62E-07,15,5.048705872
WBGene00012547,,Y37D8A.5,Y37D8A.5,1.123023996,2.648031227,38.25686515,174.8670756,4.14E-06,3.912777452,1.54E-07,15,5.383033523
WBGene00001066,dpy-4,Y41E3.2,Y41E3.2,29.85534493,39.6994729,363.3206522,1208.864144,3.52E-13,3.907311304,3.43E-15,15,12.45330625
WBGene00010373,,H08M01.1,H08M01.1,1.121802286,0.760600928,15.12252495,188.0387608,1.94E-05,3.903058392,8.54E-07,15,4.713153756
WBGene00003442,msp-49,C34F11.6,C34F11.6,8.280720629,7.048298026,85.19406419,334.6948019,4.84E-08,3.883659295,1.15E-09,15,7.315470771
WBGene00021878,,Y54G2A.13,Y54G2A.13,3.235272391,2.639895926,41.08960983,222.9787394,2.29E-06,3.881379027,8.02E-08,15,5.640064507
WBGene00019783,,M70.1,M70.1b,3.178317131,1.44898885,50.11049455,150.218204,3.57E-06,3.879889955,1.31E-07,15,5.447714887
WBGene00011668,clec-47,T09F5.9,T09F5.9,141.5499227,106.3240133,1321.414672,3751.70915,4.63E-17,3.878375137,2.35E-19,15,16.33453816
WBGene00020070,rmd-6,R13H9.1,R13H9.1,1.125102766,2.994614715,25.18442041,210.5842546,9.19E-06,3.876222565,3.74E-07,15,5.036609884
WBGene00014003,,ZK593.3,ZK593.3,100.5629438,82.52758081,1178.48773,2392.745791,8.85E-21,3.8756692,2.52E-23,15,20.05284769
WBGene00000649,col-73,F11G11.12,F11G11.12,15.59683113,44.60114074,328.1956764,1058.30823,2.93E-11,3.872273723,3.95E-13,15,10.53365444
WBGene00006464,bath-47,T07H3.1,T07H3.1,22.68049409,28.28269698,486.0414805,526.5115985,5.43E-18,3.871717543,2.39E-20,15,17.26558841
WBGene00018314,,F41H10.1,F41H10.1,17.11418856,23.31687288,211.2724908,706.677666,4.53E-11,3.866263104,6.32E-13,15,10.34348143
WBGene00022621,,ZC477.7,ZC477.7a,0.092736944,3.941571956,28.63525934,215.3149578,1.26E-05,3.862684721,5.28E-07,15,4.89923061
WBGene00004965,spe-11,F48C1.7,F48C1.7,3.185790722,3.583942723,37.26005064,257.3207371,2.53E-06,3.862412012,8.95E-08,15,5.596489606
WBGene00013837,fbxa-30,ZC47.4,ZC47.4,1.118839276,2.656247738,67.40627787,108.7886219,2.84E-06,3.858836107,1.02E-07,15,5.546496461
WBGene00003443,msp-50,C34F11.4,C34F11.4,10.95992271,7.366641171,74.07580986,474.8960066,1.27E-07,3.853937394,3.31E-09,14,6.897622234
WBGene00008661,,F10G8.1,F10G8.1a,1.434871059,0,18.66867725,137.8856911,3.57E-05,3.852367479,1.74E-06,14,4.44708597
WBGene00010650,,K08C9.1,K08C9.1,0.078644929,0,11.0938515,133.0675274,6.78E-05,3.835980024,3.61E-06,14,4.168617184
WBGene00009605,,F40G12.10,F40G12.10,0.083621499,1.711730738,24.1714896,146.3368201,2.63E-05,3.832316151,1.23E-06,14,4.579496081
WBGene00021110,,W09C3.2,W09C3.2,0.071089956,0,24.15900526,87.33953407,6.24E-05,3.831981609,3.28E-06,14,4.204803223
WBGene00015467,basl-1,C05D2.3,C05D2.3,2.152059052,2.648043977,46.3018267,165.7276923,3.52E-06,3.831195199,1.28E-07,14,5.453641954
WBGene00016416,,C34F11.5,C34F11.5,7.297439962,9.269093164,82.54298582,395.8793683,7.85E-08,3.828977048,1.95E-09,14,7.105189837
WBGene00021720,,Y49F6B.8,Y49F6B.8,0.076053432,0.781575542,27.18012346,103.6189636,3.67E-05,3.828616049,1.80E-06,14,4.434953478
WBGene00000711,col-138,C52D10.13,C52D10.13,11.4026125,18.77219509,163.0456824,552.7990431,7.79E-10,3.817613867,1.36E-11,14,9.108267596
WBGene00007977,gska-3,C36B1.10,C36B1.10,5.245061634,8.319357022,47.32971803,419.2516476,1.02E-06,3.816054249,3.31E-08,14,5.991439414
WBGene00012595,,Y38E10A.17,Y38E10A.17,8.323461151,8.318227098,72.48343657,421.3252082,1.62E-07,3.815728671,4.35E-09,14,6.790734059
WBGene00016839,,C50F2.5,C50F2.5,0.080277261,0,9.676252902,143.0448092,7.76E-05,3.814812645,4.26E-06,14,4.110075644
WBGene00010869,,M05B5.1,M05B5.1,1.308290353,3.093648579,30.4625864,180.7538292,1.16E-05,3.813691592,4.81E-07,14,4.935911188
WBGene00012638,,Y38H8A.4,Y38H8A.4,1.118045811,0.956117727,19.22379177,152.8671415,3.20E-05,3.800613648,1.54E-06,14,4.495187533
WBGene00077593,,C49G7.12,C49G7.12,4.220979022,23.53289352,314.9487958,316.666246,7.02E-10,3.79776844,1.21E-11,14,9.153527947
WBGene00011114,,R07E5.6,R07E5.6,0.092690465,3.59068037,23.17312969,220.6363198,2.34E-05,3.796083464,1.07E-06,14,4.629880899
WBGene00004398,rol-8,ZK1290.3,ZK1290.3a,3.184354054,4.535370792,56.36814529,212.5672333,1.32E-06,3.792860432,4.36E-08,14,5.879695121
WBGene00018121,,F36H12.5,F36H12.5,0.08621629,2.653729298,30.72064915,156.5815598,2.29E-05,3.791230453,1.04E-06,14,4.640574053
WBGene00009592,,F40F12.3,F40F12.3,3.185739703,3.584040098,30.21829372,263.4159031,6.28E-06,3.789756045,2.45E-07,14,5.201723423
WBGene00019949,,R08C7.5,R08C7.5b,1.120653248,1.70624507,22.16282285,169.7389523,2.42E-05,3.783911653,1.11E-06,14,4.616130673
WBGene00003429,msp-31,R05F9.13,R05F9.13,35.68702482,33.48598579,252.3676456,1263.282534,2.58E-10,3.779910144,4.14E-12,14,9.589020612
WBGene00001918,his-44,F08G2.1,F08G2.1,6.891142225,3.886286829,74.10485332,227.5131766,4.11E-07,3.778096541,1.24E-08,14,6.385655938
WBGene00001889,his-15,ZK131.9,ZK131.9,6.891142225,3.886286829,74.10485332,227.5131766,4.11E-07,3.778096541,1.24E-08,14,6.385655938
WBGene00003458,msp-65,ZK354.1,ZK354.1,25.28222343,9.586349793,197.7418356,591.0498375,1.36E-09,3.772820557,2.44E-11,14,8.867500788
WBGene00015937,,C17H12.12,C17H12.12,13.45393337,22.57559033,151.9852128,695.3791686,4.26E-09,3.769092001,8.45E-11,14,8.370292472
WBGene00020531,,T15B12.2,T15B12.2,0.078626892,0.776988472,17.12817961,125.9669496,6.35E-05,3.76664661,3.36E-06,14,4.196939259
WBGene00044109,,K02E11.10,K02E11.10,1.108169758,0,34.21259809,84.31993861,5.18E-05,3.756518215,2.65E-06,14,4.285911191
WBGene00010486,,K01H12.4,K01H12.4,4.207011728,0,36.2466616,185.0400863,1.98E-05,3.755846862,8.77E-07,14,4.704068385
WBGene00045355,,D1086.17,D1086.17,2.155150136,4.538640984,49.3247151,197.2853604,3.57E-06,3.754546493,1.31E-07,13,5.447714887
WBGene00016085,,C25A8.5,C25A8.5,0.076638863,0.780526166,20.44483244,113.0378423,7.08E-05,3.739123684,3.82E-06,13,4.149690147
WBGene00019912,,R06B10.1,R06B10.1,2.14780156,0.766414252,27.18936877,149.3996729,2.73E-05,3.736714273,1.28E-06,13,4.564289053
WBGene00020105,,R148.7,R148.7,4.209439445,0.752341094,27.19721793,220.6477378,1.91E-05,3.733866258,8.40E-07,13,4.718994082
WBGene00001074,dpy-13,F30B5.1,F30B5.1,23.78772554,38.74872863,282.8099567,985.7558925,4.63E-11,3.728564579,6.48E-13,13,10.33456909
WBGene00018119,,F36H12.3,F36H12.3,1.124876353,3.592324121,27.73910872,204.728122,2.01E-05,3.724048871,8.95E-07,13,4.696542524
WBGene00010563,,K04G2.4,K04G2.4,10.6387662,4.163034402,67.56875799,344.2110484,9.88E-07,3.714962411,3.20E-08,13,6.00533827
WBGene00016288,,C31H1.5,C31H1.5,4.206802182,0.75712728,38.25776306,179.9579003,1.44E-05,3.711570661,6.11E-07,13,4.842459537
WBGene00013956,,ZK265.3,ZK265.3,0.093404572,5.487996385,42.2848552,207.4476592,1.76E-05,3.711547671,7.64E-07,13,4.755537534
WBGene00019015,,F57F4.1,F57F4.1,1.111303509,0,20.14309945,112.752318,8.10E-05,3.711337414,4.45E-06,13,4.091302022
WBGene00022162,,Y71G12B.27,Y71G12B.27,2.153559238,2.645142797,25.1838885,203.3382059,2.09E-05,3.707822909,9.36E-07,13,4.679889382
WBGene00013526,,Y73F8A.20,Y73F8A.20,2.150050575,1.705589186,28.19753418,165.6855153,2.34E-05,3.706705098,1.06E-06,13,4.631503219
WBGene00022876,,ZK1248.5,ZK1248.5,0.07883219,0.776625417,14.11132483,130.0273901,9.51E-05,3.70633599,5.37E-06,13,4.021660228
WBGene00017978,,F32B5.4,F32B5.4,0.069976093,0,19.13205627,88.34113958,0.000138575,3.696512045,8.24E-06,13,3.85831657
WBGene00043147,nspd-6,C24D10.8,C24D10.8,8.384629465,10.08671987,68.9108679,403.8687117,5.08E-07,3.691796446,1.55E-08,13,6.294371069
WBGene00001885,his-11,ZK131.5,ZK131.5,58.17080673,65.07103724,547.6514968,1672.93532,1.43E-13,3.683518435,1.31E-15,13,12.84588543
WBGene00019461,,K07A3.3,K07A3.3b,0.066447334,0,29.5802792,66.14375959,0.000143768,3.682196981,8.60E-06,13,3.842338517
WBGene00022085,,Y69A2AR.14,Pseudogene:Y69A2AR.14,2.144998876,0,24.40094753,133.9964059,6.59E-05,3.680889198,3.51E-06,13,4.180965879
WBGene00011968,,T23G11.1,T23G11.1,19.60536346,28.28296911,197.2698811,789.1214793,1.14E-09,3.679543282,2.01E-11,13,8.944600018
WBGene00005016,sqt-1,B0491.2,B0491.2.1,2.160638021,9.278022454,63.41816294,279.771042,2.59E-06,3.67839135,9.18E-08,13,5.587351616
WBGene00007688,,C18E9.8,C18E9.8,2.153025233,2.646172733,25.18336746,197.2309602,2.51E-05,3.678377842,1.17E-06,13,4.599795085
WBGene00020661,smz-2,T21G5.4,T21G5.4,10.37299743,8.311144475,91.59343725,340.9078735,1.49E-07,3.672254657,3.97E-09,13,6.827406046
WBGene00020117,,R155.3,R155.3,1.118606628,2.656714684,36.2390612,138.2320536,2.60E-05,3.664441392,1.21E-06,13,4.585605594
WBGene00019664,,K11H12.8,K11H12.8d,0.067073724,0,72.97331353,24.62375696,0.000165279,3.660499208,1.01E-05,13,3.781781289
WBGene00012010,,T25B9.4,T25B9.4,1.658618683,0,14.73455751,126.3482157,0.000131377,3.645385973,7.77E-06,13,3.88148184
WBGene00007457,,C08F11.10,C08F11.10,0.086948833,3.600662889,32.21984389,159.5891654,4.60E-05,3.644943102,2.33E-06,13,4.337490788
WBGene00016327,,C32E12.1,C32E12.1.2,4.210199264,2.640811501,32.22746974,223.7162448,1.57E-05,3.6444689,6.75E-07,13,4.804633922
WBGene00003093,lys-4,F58B3.1,F58B3.1,369.6189788,280.1294247,4387.482787,5648.517623,5.31E-28,3.640530045,7.24E-31,12,27.27520114
WBGene00007948,,C35A5.4,C35A5.4,1.116629463,0.770506405,14.11337759,148.3447554,9.82E-05,3.639537559,5.59E-06,12,4.008054021
WBGene00000626,col-49,K09H9.3,K09H9.3,3.182745267,4.538638864,48.31900685,197.2853866,6.29E-06,3.639228704,2.46E-07,12,5.201025136
WBGene00044178,,C30G7.4,C30G7.4.2,6.264182646,3.585043808,60.39316313,220.720647,2.54E-06,3.637554213,8.97E-08,12,5.595911168
WBGene00009193,,F27E5.3,F27E5.3,2.147809512,0.766399211,20.14967366,156.504536,6.50E-05,3.635515583,3.45E-06,12,4.186809793
WBGene00018531,,F47B3.7,F47B3.7,4.691548327,0,19.53158739,225.8826727,7.21E-05,3.634487696,3.90E-06,12,4.142244332
WBGene00016946,,C55B7.10,C55B7.10,1.810583419,0,18.72490694,110.6957111,0.00013586,3.62773777,8.07E-06,12,3.866907273
WBGene00020952,kel-8,W02G9.2,W02G9.2,295.2494333,232.9169284,3656.232382,4398.797062,1.02E-28,3.627173745,1.20E-31,12,27.99290158
WBGene00020353,,T08B6.4,T08B6.4,7.295941314,10.22303953,83.54379943,328.6781257,3.78E-07,3.611250482,1.12E-08,12,6.42230457
WBGene00016053,,C24D10.1,C24D10.1,1.108901403,0,20.14087101,101.5653394,0.00014881,3.60702946,8.95E-06,12,3.827367653
WBGene00021620,,Y47D7A.7,Y47D7A.7,2.980274174,0,54.60685661,68.24991494,7.39E-05,3.606422396,4.02E-06,12,4.131538722
WBGene00021579,clec-73,Y46C8AL.1,Y46C8AL.1,4.695806561,6.838802076,52.31940305,251.2581404,4.47E-06,3.605560409,1.69E-07,12,5.350065902
WBGene00001917,his-43,F08G2.2,F08G2.2,12.63991113,13.01529984,166.3304135,306.8269365,1.54E-09,3.603496972,2.84E-11,12,8.811299526
WBGene00001886,his-12,ZK131.6,ZK131.6,12.63991113,13.01529984,166.3304135,306.8269365,1.54E-09,3.603496972,2.84E-11,12,8.811299526
WBGene00050956,,C14A6.13,C14A6.13,2.142266104,0,27.18312965,115.4800999,9.98E-05,3.601700991,5.70E-06,12,4.000804586
WBGene00020128,,R193.2,R193.2,453.0462924,298.5961869,4620.384767,6822.388307,3.94E-23,3.588028154,9.04E-26,12,22.40403059
WBGene00013700,,Y106G6D.3,Y106G6D.3,10.37260655,6.421299982,65.43685928,356.1446913,1.59E-06,3.58721263,5.33E-08,12,5.798977345
WBGene00009492,,F36H1.3,F36H1.3,1.120288183,2.653363045,22.16249531,165.6706625,6.83E-05,3.585340179,3.65E-06,12,4.165655178
WBGene00008950,wht-5,F19B6.4,F19B6.4,0.073977158,0,9.079891659,113.7321496,0.000277858,3.579367773,1.83E-05,12,3.556177542
WBGene00000719,col-146,T06E4.6,T06E4.6,10.21933058,11.88577096,108.0310734,325.3232587,9.31E-08,3.576790462,2.34E-09,12,7.031045387
WBGene00010510,ent-3,K02E11.1,K02E11.1,2.150387594,2.651303492,28.19791469,167.7230763,4.31E-05,3.574993191,2.16E-06,12,4.365274008
WBGene00017672,,F21F3.2,F21F3.2,0.078611981,1.720635209,21.15036682,120.8949676,0.000138589,3.572621369,8.25E-06,12,3.858272322
WBGene00000734,col-161,C50B6.4,C50B6.4,10.52765055,11.90323986,100.821172,360.1673192,1.49E-07,3.570937282,3.95E-09,12,6.827582386
WBGene00012634,,Y38H6C.23,Y38H6C.23.2,52.40049826,31.13584399,421.6775513,989.898868,2.40E-12,3.564675641,2.77E-14,12,11.6196357
WBGene00014665,,C04G2.3,Pseudogene:C04G2.3,2.904252729,15.20425662,63.95072911,404.5849988,8.12E-06,3.559535333,3.27E-07,12,5.090552502
WBGene00009956,,F53B2.5,F53B2.5,0.083776608,2.658075655,21.15466255,149.3839824,0.000123147,3.558661029,7.20E-06,12,3.909575059
WBGene00015598,fbxa-163,C08E3.6,C08E3.6,3.176662635,3.601787342,93.54836625,90.55060211,6.13E-06,3.550565876,2.38E-07,12,5.212377961
WBGene00017559,mpz-3,F18C5.4,F18C5.4,1.121930964,3.59822379,26.9414166,174.5180403,6.34E-05,3.549816904,3.34E-06,12,4.198124099
WBGene00011672,cyp-13A5,T10B9.2,T10B9.2,78.26513528,61.14040147,1111.971257,954.8753771,4.06E-20,3.549253998,1.26E-22,12,19.39149954
